 point             x              y          zone  nugget  sill           a         hanis     bearing
 PP399            3272.805        980.951      23  0.0     1.0            820.747   1.8       45
 PP400            2841.007       1445.965      23  0.0     1.0            786.611   1.8       45
 PP401            2591.892       1329.711      23  0.0     1.0            802.462   1.8       45
 PP402            2243.132       1927.586      23  0.0     1.0            782.522   1.8       45
 PP403            1794.725       1894.371      23  0.0     1.0            802.608   1.8       45
 PP404             914.520       2126.878      23  0.0     1.0            657.975   1.8       45
 PP405            1047.382       2176.701      23  0.0     1.0            665.127   1.8       45
 PP406            1412.750       1994.017      23  0.0     1.0            756.609   1.8       45
 PP407            3073.514        515.937      23  0.0     1.0            795.096   1.8       45
 PP408            2093.663        665.406      23  0.0     1.0            836.065   1.8       45
 PP409            2093.663        864.697      23  0.0     1.0            825.268   1.8       45
 PP410            2874.222        715.229      23  0.0     1.0            773.008   1.8       45
 PP411            3754.427        682.013      23  0.0     1.0            871.967   1.8       45
 PP412            3721.212        -65.330      23  0.0     1.0           1212.621   1.8       45
 PP413            3322.628        333.253      23  0.0     1.0            847.468   1.8       45
 PP414            3222.982        183.784      23  0.0     1.0            959.793   1.8       45
 PP415            4368.910        216.999      23  0.0     1.0           1085.224   1.8       45
 PP416            4534.986        582.368      23  0.0     1.0            914.674   1.8       45
 PP417            4734.278        914.520      23  0.0     1.0            921.491   1.8       45
 PP418            4916.962        449.506      23  0.0     1.0            937.142   1.8       45
 PP419            5697.521        283.430      23  0.0     1.0           1068.461   1.8       45
 PP420            5448.406        748.444      23  0.0     1.0            807.920   1.8       45
 PP421            5166.076        980.951      23  0.0     1.0            870.643   1.8       45
 PP422            5481.622        798.267      23  0.0     1.0            809.354   1.8       45
 PP423            5481.622       1346.319      23  0.0     1.0            821.533   1.8       45
 PP424            4867.139       1628.649      23  0.0     1.0            890.997   1.8       45
 PP425            5415.191       2010.625      23  0.0     1.0            766.421   1.8       45
 PP426            5680.913       1595.434      23  0.0     1.0            807.324   1.8       45
 PP427            5763.951       1628.649      23  0.0     1.0            802.529   1.8       45
 PP428            5249.115       1811.333      23  0.0     1.0            784.720   1.8       45
 PP429            4983.392       2110.271      23  0.0     1.0            769.773   1.8       45
 PP430            5548.052       2459.031      23  0.0     1.0            844.051   1.8       45
 PP431            6145.927       2874.222      23  0.0     1.0            933.618   1.8       45
 PP432            6179.142       3322.628      23  0.0     1.0            840.843   1.8       45
 PP433            6610.941       3953.719      23  0.0     1.0            677.510   1.8       45
 PP434            6777.018       4368.910      23  0.0     1.0            609.117   1.8       45
 PP435            6444.865       4219.441      23  0.0     1.0            614.041   1.8       45
 PP436            6312.004       3787.642      23  0.0     1.0            715.924   1.8       45
 PP437            6212.358       3687.996      23  0.0     1.0            715.054   1.8       45
 PP438            7075.955       3870.680      23  0.0     1.0            764.073   1.8       45
 PP439            7225.424       4319.087      23  0.0     1.0            664.091   1.8       45
 PP440            7624.007       4119.795      23  0.0     1.0            787.104   1.8       45
 PP441            8039.198       4036.757      23  0.0     1.0            889.556   1.8       45
 PP442            8836.365       3937.111      23  0.0     1.0           1150.268   1.8       45
 PP443            8554.035       3555.135      23  0.0     1.0           1129.295   1.8       45
 PP444            8155.452       3206.375      23  0.0     1.0            915.079   1.8       45
 PP445            7889.729       2741.361      23  0.0     1.0            828.031   1.8       45
 PP446            8072.414       2558.677      23  0.0     1.0            929.134   1.8       45
 PP447            7673.830       1811.333      23  0.0     1.0            999.449   1.8       45
 PP448            7242.031       2425.816      23  0.0     1.0            866.764   1.8       45
 PP449            7956.160       3189.767      23  0.0     1.0            837.075   1.8       45
 PP450            7491.146       3604.958      23  0.0     1.0            849.106   1.8       45
 PP451            7474.538       3339.236      23  0.0     1.0            811.714   1.8       45
 PP452            7540.969       3156.552      23  0.0     1.0            807.033   1.8       45
 PP453            7026.132       3123.337      23  0.0     1.0            875.906   1.8       45
 PP454            6743.802       2591.892      23  0.0     1.0            886.943   1.8       45
 PP455            7208.816       2459.031      23  0.0     1.0            870.940   1.8       45
 PP456            6295.396       2309.562      23  0.0     1.0            883.880   1.8       45
 PP457            6228.965       1695.080      23  0.0     1.0            837.340   1.8       45
 PP458            6461.472       1279.888      23  0.0     1.0            867.673   1.8       45
 PP459            5963.243        499.329      23  0.0     1.0            962.528   1.8       45
 PP460            6361.827        449.506      23  0.0     1.0            985.398   1.8       45
 PP461            6262.181        964.343      23  0.0     1.0            917.263   1.8       45
 PP462            6627.549        831.482      23  0.0     1.0            855.318   1.8       45
 PP463            7059.347        914.520      23  0.0     1.0            857.941   1.8       45
 PP464            7225.424       1246.673      23  0.0     1.0            867.720   1.8       45
 PP465            7358.285        682.013      23  0.0     1.0            900.328   1.8       45
 PP466            7391.500        300.038      23  0.0     1.0           1111.516   1.8       45
 PP467            7756.868        316.645      23  0.0     1.0           1374.358   1.8       45
 PP468            7756.868       1014.166      23  0.0     1.0           1121.820   1.8       45
 PP469            7424.716       2143.486      23  0.0     1.0            881.115   1.8       45
 PP470            8039.198       2160.093      23  0.0     1.0           1084.308   1.8       45
 PP471            6295.396       2060.448      23  0.0     1.0            866.006   1.8       45
 PP472            6793.625        200.392      23  0.0     1.0           1121.953   1.8       45
 PP473            1379.534        731.836      23  0.0     1.0            895.050   1.8       45
 PP474            1379.534       1263.281      23  0.0     1.0            819.163   1.8       45
 PP475            2186.469       4223.414      23  0.0     1.0            609.445   1.8       45
 PP476            2542.934       4554.418      23  0.0     1.0            680.443   1.8       45
 PP477            3421.367       4452.571      23  0.0     1.0            697.853   1.8       45
 PP478            4401.647       4337.993      23  0.0     1.0            676.692   1.8       45
 PP479            4668.996       4605.342      23  0.0     1.0            643.482   1.8       45
 PP480            5280.080       4299.800      23  0.0     1.0            743.270   1.8       45
 PP481            5687.469       3917.873      23  0.0     1.0            674.518   1.8       45
 PP482            5789.317       3739.640      23  0.0     1.0            693.115   1.8       45
 PP483            6655.018       4401.647      23  0.0     1.0            601.170   1.8       45
 PP484            6082.127       4783.575      23  0.0     1.0            585.152   1.8       45
 PP485            5700.200       5089.116      23  0.0     1.0            634.827   1.8       45
 PP486            5916.626       5496.506      23  0.0     1.0            716.647   1.8       45
 PP487            5471.044       5725.662      23  0.0     1.0            737.408   1.8       45
 PP488            5381.927       5241.887      23  0.0     1.0            644.471   1.8       45
 PP489            4758.113       5369.196      23  0.0     1.0            586.876   1.8       45
 PP490            4057.913       5662.007      23  0.0     1.0            494.368   1.8       45
 PP491            3561.407       5432.851      23  0.0     1.0            548.251   1.8       45
 PP492            4287.069       5241.887      23  0.0     1.0            516.020   1.8       45
 PP493            4134.298       5458.313      23  0.0     1.0            476.380   1.8       45
 PP494            3204.941       5432.851      23  0.0     1.0            599.541   1.8       45
 PP495            2084.621       5623.815      23  0.0     1.0            751.489   1.8       45
 PP496            1231.650       5763.855      23  0.0     1.0            728.971   1.8       45
 PP497            1078.879       5891.164      23  0.0     1.0            722.486   1.8       45
 PP498            7100.600       4185.222      23  0.0     1.0            655.315   1.8       45
 PP499            6145.782       4834.498      23  0.0     1.0            584.666   1.8       45
 PP500            6820.520       5432.851      23  0.0     1.0            594.618   1.8       45
 PP501            6909.637       4961.807      23  0.0     1.0            613.980   1.8       45
 PP502            6731.404       4719.920      23  0.0     1.0            625.518   1.8       45
 PP503            7329.757       4936.345      23  0.0     1.0            649.381   1.8       45
 PP504            7571.644       5254.618      23  0.0     1.0            630.736   1.8       45
 PP505            7991.764       5267.349      23  0.0     1.0            591.271   1.8       45
 PP506            7673.491       4809.036      23  0.0     1.0            637.639   1.8       45
 PP507            8284.575       4694.458      23  0.0     1.0            683.981   1.8       45
 PP508            8742.888       5114.578      23  0.0     1.0            781.516   1.8       45
 PP509            8322.768       5369.196      23  0.0     1.0            552.267   1.8       45
 PP510            8271.844       5534.698      23  0.0     1.0            551.863   1.8       45
 PP511            8551.924       4439.840      23  0.0     1.0            794.541   1.8       45
 PP512            8080.881       4427.109      23  0.0     1.0            704.700   1.8       45
 PP513            7355.219       4618.073      23  0.0     1.0            675.535   1.8       45
 PP514            7864.455       4579.880      23  0.0     1.0            681.797   1.8       45
 PP515            6285.822       4197.953      23  0.0     1.0            615.599   1.8       45
 PP516            5878.433       4261.607      23  0.0     1.0            674.074   1.8       45
 PP517            5674.738       4809.036      23  0.0     1.0            646.991   1.8       45
 PP518            1855.602       7858.544      23  0.0     1.0            941.350   1.8       45
 PP519            2332.026       7591.747      23  0.0     1.0            902.100   1.8       45
 PP520            2732.222       7572.690      23  0.0     1.0            916.774   1.8       45
 PP521            2655.994       8373.082      23  0.0     1.0           1020.594   1.8       45
 PP522            3570.728       8163.455      23  0.0     1.0            978.206   1.8       45
 PP523            4294.892       8049.114      23  0.0     1.0            945.869   1.8       45
